"id","Description","Name"
"ceadfde2-b300-400a-ab7b-6143895aa822","Reader of the Desktop Virtualization Host Pool.","Desktop Virtualization Host Pool Reader"
"e307426c-f9b6-4e81-87de-d99efb3c32bc","Contributor of the Desktop Virtualization Host Pool.","Desktop Virtualization Host Pool Contributor"
"aebf23d0-b568-4e86-b8f9-fe83a2c6ab55","Reader of the Desktop Virtualization Application Group.","Desktop Virtualization Application Group Reader"
"86240b0e-9422-4c43-887b-b61143f32ba8","Contributor of the Desktop Virtualization Application Group.","Desktop Virtualization Application Group Contributor"
"0fa44ee9-7a7d-466b-9bb2-2bf446b1204d","Reader of the Desktop Virtualization Workspace.","Desktop Virtualization Workspace Reader"
"3e5e47e6-65f7-47ef-90b5-e5dd4d455f24","Provides permission to backup vault to perform disk backup.","Disk Backup Reader"
"b50d9833-a0cb-478e-945f-707fcc997c13","Provides permission to backup vault to perform disk restore.","Disk Restore Operator"
"7efff54f-a5b4-42b5-a1c5-5411624893ce","Provides permission to backup vault to manage disk snapshots.","Disk Snapshot Contributor"
"5548b2cf-c94c-4228-90ba-30851930a12f","Microsoft.Kubernetes connected cluster role.","Microsoft.Kubernetes connected cluster role"
"a37b566d-3efa-4beb-a2f2-698963fa42ce","Allowed to create and manage submissions to Security Detonation Chamber","Security Detonation Chamber Submission Manager"
"352470b3-6a9c-4686-b503-35deb827e500","Allowed to publish and modify platforms, workflows and toolsets to Security Detonation Chamber","Security Detonation Chamber Publisher"
"7a6f0e70-c033-4fb1-828c-08514e5f4102","Can manage resources created by AICS at runtime","Collaborative Runtime Operator"
"5432c526-bc82-444a-b7ba-57c5b0b5b34f","Can perform restore action for Cosmos DB database account with continuous backup mode","CosmosRestoreOperator"
"a1705bd2-3a8f-45a5-8683-466fcfd5cc24","Role allows user or principal to convert data from legacy format to FHIR","FHIR Data Converter"
"0e5f05e5-9ab9-446b-b98d-1e2157c94125","Read and create quota requests, get quota request status, and create support tickets.","Quota Request Operator"
"1e241071-0855-49ea-94dc-649edcd759de","Lets you manage EventGrid operations.","EventGrid Contributor"
"28241645-39f8-410b-ad48-87863e2951d5","Allowed to query submission info and files from Security Detonation Chamber","Security Detonation Chamber Reader"
"4a167cdf-cb95-4554-9203-2347fe489bd9","Lets you read ingestion jobs for an object anchors account.","Object Anchors Account Reader"
"ca0835dd-bacc-42dd-8ed2-ed5e7230d15b","Provides user with ingestion capabilities for an object anchors account.","Object Anchors Account Owner"
"d17ce0a2-0697-43bc-aac5-9113337ab61c","WorkloadBuilder Migration Agent Role.","WorkloadBuilder Migration Agent Role"
"b5537268-8956-4941-a8f0-646150406f0c","Allow read access to Azure Spring Cloud Data","Azure Spring Cloud Data Reader"
"0e75ca1e-0464-4b4d-8b93-68208a576181","Full access to Speech projects, including read, write and delete all entities, for real-time speech recognition and batch transcription tasks, real-time speech synthesis and long audio tasks, custom speech and custom voice.","Cognitive Services Speech Contributor"
"9894cab4-e18a-44aa-828b-cb588cd6f2d7","Lets you perform detect, verify, identify, group, and find similar operations on Face API. This role does not allow create or delete operations, which makes it well suited for endpoints that only need inferencing capabilities, following 'least privilege' best practices.","Cognitive Services Face Recognizer"
"054126f8-9a2b-4f1c-a9ad-eca461f08466","Create, read, modify, and delete Media Services accounts; read-only access to other Media Services resources.","Media Services Account Administrator"
"532bc159-b25e-42c0-969e-a1d439f60d77","Create, read, modify, and delete Live Events, Assets, Asset Filters, and Streaming Locators; read-only access to other Media Services resources.","Media Services Live Events Administrator"
"e4395492-1534-4db2-bedf-88c14621589c","Create, read, modify, and delete Assets, Asset Filters, Streaming Locators, and Jobs; read-only access to other Media Services resources.","Media Services Media Operator"
"c4bba371-dacd-4a26-b320-7250bca963ae","Create, read, modify, and delete Account Filters, Streaming Policies, Content Key Policies, and Transforms; read-only access to other Media Services resources. Cannot create Jobs, Assets or Streaming resources.","Media Services Policy Administrator"
"99dba123-b5fe-44d5-874c-ced7199a5804","Create, read, modify, and delete Streaming Endpoints; read-only access to other Media Services resources.","Media Services Streaming Endpoints Administrator"
"1ec5b3c1-b17e-4e25-8312-2acb3c3c5abf","Lets you perform query testing without creating a stream analytics job first","Stream Analytics Query Tester"
"a2138dac-4907-4679-a376-736901ed8ad8","Basic user role for AnyBuild. This role allows listing of agent information and execution of remote build capabilities.","AnyBuild Builder"
"b447c946-2db7-41ec-983d-d8bf3b1c77e3","Allows for full read access to IoT Hub data-plane properties","IoT Hub Data Reader"
"494bdba2-168f-4f31-a0a1-191d2f7c028c","Allows for read and write access to all IoT Hub device and module twins.","IoT Hub Twin Contributor"
"4ea46cd5-c1b2-4a8e-910b-273211f9ce47","Allows for full access to IoT Hub device registry.","IoT Hub Registry Contributor"
"4fc6c259-987e-4a07-842e-c321cc9d413f","Allows for full access to IoT Hub data plane operations.","IoT Hub Data Contributor"
"15e0f5a1-3450-4248-8e25-e2afe88a9e85","Let you view and download packages and test results.","Test Base Reader"
"1407120a-92aa-4202-b7e9-c0e197c71c8f","Grants read access to Azure Cognitive Search index data.","Search Index Data Reader"
"8ebe5a00-799e-43f5-93ac-243d3dce84a7","Grants full access to Azure Cognitive Search index data.","Search Index Data Contributor"
"76199698-9eea-4c19-bc75-cec21354c6b6","Allows for read access to Azure Storage tables and entities","Storage Table Data Reader"
"0a9a7e1f-b9d0-4cc4-a60d-0319b160aaa3","Allows for read, write and delete access to Azure Storage tables and entities","Storage Table Data Contributor"
"e89c7a3c-2f64-4fa1-a847-3e4c9ba4283a","Read and search DICOM data.","DICOM Data Reader"
"58a3b984-7adf-4c20-983a-32417c86fbc8","Full access to DICOM data.","DICOM Data Owner"
"d5a91429-5739-47e2-a06b-3470a27159e7","Allows send access to event grid events.","EventGrid Data Sender"
"60fc6e62-5479-42d4-8bf4-67625fcc2840","Used by the StoragePool Resource Provider to manage Disks added to a Disk Pool.","Disk Pool Operator"
"f6c7c914-8db3-469d-8ca1-694a8f32e121","Can perform all actions within an Azure Machine Learning workspace, except for creating or deleting compute resources and modifying the workspace itself.","AzureML Data Scientist"
"22926164-76b3-42b3-bc55-97df8dab3e41","Manage server-wide settings and manage access to resources such as organizations, users, and licenses.","Grafana Admin"
"e8113dce-c529-4d33-91fa-e9b972617508","Microsoft.AzureArcData service role to access the resources of Microsoft.AzureArcData stored with RPSAAS.","Azure Connected SQL Server Onboarding"
"26baccc8-eea7-41f1-98f4-1762cc7f685d","Allows for send access to Azure Relay resources.","Azure Relay Sender"
"2787bf04-f1f5-4bfe-8383-c8a24483ee38","Allows for full access to Azure Relay resources.","Azure Relay Owner"
"26e0b698-aa6d-4085-9386-aadae190014d","Allows for listen access to Azure Relay resources.","Azure Relay Listener"
"60921a7e-fef1-4a43-9b16-a26c52ad4769","View dashboards, playlists, and query data sources.","Grafana Viewer"
"a79a5197-3a5c-4973-a920-486035ffd60f","Create, edit, delete, or view dashboards; create, edit, or delete folders; and edit or view playlists.","Grafana Editor"
"f353d9bd-d4a6-484e-a77a-8050b599b867","Manage azure automation resources and other resources using azure automation.","Automation Contributor"
"85cb6faf-e071-4c9b-8136-154b5a04f717","Can create, update, get, list and delete Kubernetes Extensions, and get extension async operations","Kubernetes Extension Contributor"
"10745317-c249-44a1-a5ce-3a4353c0bbd8","Allows for full read access to Device Provisioning Service data-plane properties.","Device Provisioning Service Data Reader"
"dfce44e4-17b7-4bd1-a6d1-04996ec95633","Allows for full access to Device Provisioning Service data-plane operations.","Device Provisioning Service Data Contributor"
"2837e146-70d7-4cfd-ad55-7efa6464f958","Sign files with a certificate profile. This role is in preview and subject to change.","Trusted Signing Certificate Profile Signer"
"cff1b556-2399-4e7e-856d-a8f754be7b65","Allow read access to Azure Spring Cloud Service Registry","Azure Spring Cloud Service Registry Reader"
"f5880b48-c26d-48be-b172-7927bfa1c8f1","Allow read, write and delete access to Azure Spring Cloud Service Registry","Azure Spring Cloud Service Registry Contributor"
"d04c6db6-4947-4782-9e91-30a88feb7be7","Allow read access to Azure Spring Cloud Config Server","Azure Spring Cloud Config Server Reader"
"a06f5c24-21a7-4e1a-aa2b-f19eb6684f5b","Allow read, write and delete access to Azure Spring Cloud Config Server","Azure Spring Cloud Config Server Contributor"
"6ae96244-5829-4925-a7d3-5975537d91dd","Azure VM Managed identities restore Contributors are allowed to perform Azure VM Restores with managed identities both user and system","Azure VM Managed identities restore Contributor"
"6be48352-4f82-47c9-ad5e-0acacefdb005","Grants access to very limited set of data APIs for common visual web SDK scenarios. Specifically, render and search data APIs.","Azure Maps Search and Render Data Reader"
"dba33070-676a-4fb0-87fa-064dc56ff7fb","Grants access all Azure Maps resource management.","Azure Maps Contributor"
"b748a06d-6150-4f8a-aaa9-ce3940cd96cb","Arc VMware VM Contributor has permissions to perform all VM actions.","Azure Arc VMware VM Contributor"
"ce551c02-7c42-47e0-9deb-e3b6fc3a9a83","Azure Arc VMware Private Cloud User has permissions to use the VMware cloud resources to deploy VMs.","Azure Arc VMware Private Cloud User"
"ddc140ed-e463-4246-9145-7c664192013f","Arc VMware VM Contributor has permissions to perform all connected VMwarevSphere actions.","Azure Arc VMware Administrator role "
"f72c8140-2111-481c-87ff-72b910f6e3f8"," Has access to all Read, Test, Write, Deploy and Delete functions under LUIS","Cognitive Services LUIS Owner"
"7628b7b8-a8b2-4cdc-b46f-e9b35248918e","Has access to Read and Test functions under Language portal","Cognitive Services Language Reader"
"f2310ca1-dc64-4889-bb49-c8e0fa3d47a8"," Has access to all Read, Test, and Write functions under Language Portal","Cognitive Services Language Writer"
"f07febfe-79bc-46b1-8b37-790e26e6e498","Has access to all Read, Test, Write, Deploy and Delete functions under Language portal","Cognitive Services Language Owner"
"18e81cdc-4e98-4e29-a639-e7d10c5a6226","Has access to Read and Test functions under LUIS.","Cognitive Services LUIS Reader"
"6322a993-d5c9-4bed-b113-e49bbea25b27","Has access to all Read, Test, and Write functions under LUIS","Cognitive Services LUIS Writer"
"a9a19cc5-31f4-447c-901f-56c0bb18fcaf","Provides read access to PlayFab resources","PlayFab Reader"
"749a398d-560b-491b-bb21-08924219302e","View, create, update, delete and execute load tests. View and list load test resources but can not make any changes.","Load Test Contributor"
"45bb0b16-2f0c-4e78-afaa-a07599b003f6","Execute all operations on load test resources and load tests","Load Test Owner"
"0c8b84dc-067c-4039-9615-fa1a4b77c726","Provides contributor access to PlayFab resources","PlayFab Contributor"
"3ae3fb29-0000-4ccd-bf80-542e7b26e081","View and list all load tests and load test resources but can not make any changes","Load Test Reader"
"b2de6794-95db-4659-8781-7e080d3f2b9d","Provides access to create Immersive Reader sessions and call APIs","Cognitive Services Immersive Reader User"
"f69b8690-cc87-41d6-b77a-a4bc3c0a966f","The lab services contributor role","Lab Services Contributor"
"2a5c394f-5eb7-4d4f-9c8e-e8eae39faebc","The lab services reader role","Lab Services Reader"
"ce40b423-cede-4313-a93f-9b28290b72e1","The lab assistant role","Lab Assistant"
"a36e6959-b6be-4b12-8e9f-ef4b474d304d","The lab operator role","Lab Operator"
"5daaa2af-1fe8-407c-9122-bba179798270","The lab contributor role","Lab Contributor"
"fb1c8493-542b-48eb-b624-b4c8fea62acd","Security Admin Role","Security Admin"
"12cf5a90-567b-43ae-8102-96cf46c7d9b4","Full access to Azure Web PubSub Service REST APIs","Web PubSub Service Owner"
"bfb1c7d2-fb1a-466b-b2ba-aee63b92deaf","Read-only access to Azure Web PubSub Service REST APIs","Web PubSub Service Reader"
"420fcaa2-552c-430f-98ca-3264be4806c7","Lets your app server access SignalR Service with AAD auth options.","SignalR App Server"
"fb879df8-f326-4884-b1cf-06f3ad86be52","View Virtual Machines in the portal and login as a regular user.","Virtual Machine User Login"
"1c0163c0-47e6-4577-8991-ea5c82e286e4","View Virtual Machines in the portal and login as administrator","Virtual Machine Administrator Login"
"cd570a14-e51a-42ad-bac8-bafd67325302","Can read, write, delete and re-onboard Azure Connected Machines.","Azure Connected Machine Resource Administrator"
"00c29273-979b-4161-815c-10b084fb9324","Lets you manage backup services, except removal of backup, vault creation and giving access to others","Backup Operator"
"e8ddcd69-c73f-4f9f-9844-4100522f16ad","Can save shared workbooks.","Workbook Contributor"
"b279062a-9be3-42a0-92ae-8b3cf002ec4d","Can read workbooks.","Workbook Reader"
"749f88d5-cbae-40b8-bcfc-e573ddc772fa","Can read all monitoring data and update monitoring settings.","Monitoring Contributor"
"3913510d-42f4-4e42-8a64-420c390055eb","Enables publishing metrics against Azure resources","Monitoring Metrics Publisher"
"8a3c2885-9b38-4fd2-9d99-91af537c1347","Deprecated role.","Purview role 1 (Deprecated)"
"200bba9e-f0c8-430f-892b-6f0794863803","Deprecated role.","Purview role 2 (Deprecated)"
"ff100721-1b9d-43d8-af52-42b69c1272db","Deprecated role.","Purview role 3 (Deprecated)"
"b8b15564-4fa6-4a59-ab12-03e1d9594795","Grants permissions to upload and manage new Autonomous Development Platform measurements.","Autonomous Development Platform Data Contributor (Preview)"
"27f8b550-c507-4db9-86f2-f4b8e816d59d","Grants full access to Autonomous Development Platform data.","Autonomous Development Platform Data Owner (Preview)"
"d63b75f7-47ea-4f27-92ac-e0d173aaf093","Grants read access to Autonomous Development Platform data.","Autonomous Development Platform Data Reader (Preview)"
"14b46e9e-c2b7-41b4-b07b-48a6ebf60603","Perform any action on the keys of a key vault, except manage permissions. Only works for key vaults that use the 'Azure role-based access control' permission model.","Key Vault Crypto Officer"
"49e2f5d2-7741-4835-8efa-19e1fe35e47f","Gives you read access to management operations, but does not allow making changes","Device Update Deployments Reader"
"e4237640-0e3d-4a46-8fda-70bc94856432","Gives you full access to management operations","Device Update Deployments Administrator"
"67d33e57-3129-45e6-bb0b-7cc522f762fa","Azure Arc VMware Private Clouds Onboarding role has permissions to provision all the required resources for onboard and deboard vCenter instances to Azure.","Azure Arc VMware Private Clouds Onboarding"
"4e9b8407-af2e-495b-ae54-bb60a55b1b5a","Lets you manage everything under your Modeling and Simulation Workbench chamber.","Chamber Admin"
"f4c81013-99ee-4d62-a7ee-b3f1f648599a","Microsoft Sentinel Automation Contributor","Microsoft Sentinel Automation Contributor"
"871e35f6-b5c1-49cc-a043-bde969a0f2cd","Can view CDN endpoints, but can't make changes.","CDN Endpoint Reader"
"4447db05-44ed-4da3-ae60-6cbece780e32","Lets you view everything under your Modeling and Simulation Workbench chamber, but not make any changes.","Chamber User"
"f2dc8367-1007-4938-bd23-fe263f013447","Access to the real-time speech recognition and batch transcription APIs, real-time speech synthesis and long audio APIs, as well as to read the data/test/model/endpoint for custom models, but can’t create, delete or modify the data/test/model/endpoint for custom models.","Cognitive Services Speech User"
"a6333a3e-0164-44c3-b281-7a577aff287f","Let's you manage the OS of your resource via Windows Admin Center as an administrator.","Windows Admin Center Administrator Login"
"18ed5180-3e48-46fd-8541-4ea054d57064","Deploy the Azure Policy add-on on Azure Kubernetes Service clusters","Azure Kubernetes Service Policy Add-on Deployment"
"088ab73d-1256-47ae-bea9-9de8e7131f31","Lets you read, write Guest Configuration Resource.","Guest Configuration Resource Contributor"
"361898ef-9ed1-48c2-849c-a832951106bb","Can view Azure AD Domain Services and related network configurations","Domain Services Reader"
"eeaeda52-9324-47f6-8069-5d5bade478b2","Can manage Azure AD Domain Services and related network configurations","Domain Services Contributor"
"0f2ebee7-ffd4-4fc0-b3b7-664099fdad5d","Lets you manage DNS resolver resources.","DNS Resolver Contributor"
"00493d72-78f6-4148-b6c5-d3ce8e4799dd","List cluster user credentials action.","Azure Arc Enabled Kubernetes Cluster User Role"
"959f8984-c045-4866-89c7-12bf9737be2e","Provides permissions to upload data to empty managed disks, read, or export data of managed disks (not attached to running VMs) and snapshots using SAS URIs and Azure AD authentication.","Data Operator for Managed Disks"
"6b77f0a0-0d89-41cc-acd1-579c22c17a67","Provides contribute access to manage sensor related entities in AgFood Platform Service","AgFood Platform Sensor Partner Contributor"
"1ef6a3be-d0ac-425d-8c01-acb62866290b","This role allows user to share gallery to another subscription/tenant or share it to the public.","Compute Gallery Sharing Admin"
"cd08ab90-6b14-449c-ad9a-8f8e549482c6","Provides access to manage maintenance configurations with maintenance scope InGuestPatch and corresponding configuration assignments","Scheduled Patching Contributor"
"45d50f46-0b78-4001-a660-4198cbe8cd05","Provides access to create and manage dev boxes.","DevCenter Dev Box User"
"331c37c6-af14-46d9-b9f4-e1909e1b95a0","Provides access to manage project resources.","DevCenter Project Admin"
"602da2ba-a5c2-41da-b01d-5360126ab525","View Virtual Machines in the portal and login as a local user configured on the arc server","Virtual Machine Local User Login"
"c0781e91-8102-4553-8951-97c6d4243cda","Azure Arc ScVmm Private Cloud User has permissions to use the ScVmm resources to deploy VMs.","Azure Arc ScVmm Private Cloud User"
"e582369a-e17b-42a5-b10c-874c387c530b","Arc ScVmm VM Contributor has permissions to perform all VM actions.","Azure Arc ScVmm VM Contributor"
"6aac74c4-6311-40d2-bbdd-7d01e7c6e3a9","Azure Arc ScVmm Private Clouds Onboarding role has permissions to provision all the required resources for onboard and deboard vmm server instances to Azure.","Azure Arc ScVmm Private Clouds Onboarding"
"a92dfd61-77f9-4aec-a531-19858b406c87","Arc ScVmm VM Administrator has permissions to perform all ScVmm actions.","Azure Arc ScVmm Administrator role"
"fd036e6b-1266-47a0-b0bb-a05d04831731","Grants a user/group the ability to create, delete and manage clusters within a given cluster pool. Cluster Admin can also run workloads, monitor, and manage all user activity on these clusters.","HDInsight on AKS Cluster Admin"
"7656b436-37d4-490a-a4ab-d39f838f0042","Can read, create, modify and delete HDInsight on AKS cluster pools and create clusters","HDInsight on AKS Cluster Pool Admin"
"4465e953-8ced-4406-a58e-0f6e3f3b530b","Role allows user or principal to read and import FHIR Data","FHIR Data Importer"
"bcf28286-af25-4c81-bb6f-351fcab5dbe9","Grants a user/group the ability to read cluster configurations, resize clusters and run jobs","HDInsight on AKS Cluster Operator"
"c031e6a8-4391-4de0-8d69-4706a7ed3729","Can customize the developer portal, edit its content, and publish it.","API Management Developer Portal Content Editor"
"d24ecba3-c1f4-40fa-a7bb-4588a071e8fd","Role that provides access to disk snapshot for security analysis.","VM Scanner Operator"
"80dcbedb-47ef-405d-95bd-188a1b4ac406","Allows for full access to all resources under Azure Elastic SAN including changing network security policies to unblock data path access","Elastic SAN Owner"
"af6a70f8-3c9f-4105-acf1-d719e9fca4ca","Allows for control path read access to Azure Elastic SAN","Elastic SAN Reader"
"489581de-a3bd-480d-9518-53dea7416b33","Provide permission to the Azure Virtual Desktop Resource Provider to start virtual machines.","Desktop Virtualization Power On Contributor"
"a959dbd1-f747-45e3-8ba6-dd80f235f97c","This role is in preview and subject to change. Provide permission to the Azure Virtual Desktop Resource Provider to create, delete, update, start, and stop virtual machines.","Desktop Virtualization Virtual Machine Contributor"
"40c5ff49-9181-41f8-ae61-143b0e78555e","Provide permission to the Azure Virtual Desktop Resource Provider to start and stop virtual machines.","Desktop Virtualization Power On Off Contributor"
"76cc9ee4-d5d3-4a45-a930-26add3d73475","Lets you grant Access Review System app permissions to discover and revoke access as needed by the access review process.","Access Review Operator Service Role"
"a8281131-f312-4f34-8d98-ae12be9f0d23","Allows for full access to a volume group in Azure Elastic SAN including changing network security policies to unblock data path access","Elastic SAN Volume Group Owner"
"4339b7cf-9826-4e41-b4ed-c7f4505dac08","Manage identity or business verification requests. This role is in preview and subject to change.","Trusted Signing Identity Verifier"
"a2c4a527-7dc0-4ee3-897b-403ade70fafb","Has access to view and search through all video's insights and transcription in the Video Indexer portal. No access to model customization, embedding of widget, downloading videos, or sharing the account.","Video Indexer Restricted Viewer"
"b0d8363b-8ddd-447d-831f-62ca05bff136","Can access the data in an Azure Monitor Workspace.","Monitoring Data Reader"
"30b27cfc-9c84-438e-b0ce-70e35255df80","Grants read-only access to most Kubernetes resources within a namespace in the fleet-managed hub cluster. It does not allow viewing roles or role bindings. This role does not allow viewing Secrets, since reading the contents of Secrets enables access to ServiceAccount credentials in the namespace, which would allow API access as any ServiceAccount in the namespace (a form of privilege escalation).  Applying this role at cluster scope will give access across all namespaces.","Azure Kubernetes Fleet Manager RBAC Reader"
"18ab4d3d-a1bf-4477-8ad9-8359bc988f69","Grants read/write access to all Kubernetes resources in the fleet-managed hub cluster.","Azure Kubernetes Fleet Manager RBAC Cluster Admin"
"434fb43a-c01c-447e-9f67-c3ad923cfaba","Grants read/write access to Kubernetes resources within a namespace in the fleet-managed hub cluster - provides write permissions on most objects within a a namespace, with the exception of ResourceQuota object and the namespace object itself. Applying this role at cluster scope will give access across all namespaces.","Azure Kubernetes Fleet Manager RBAC Admin"
"5af6afb3-c06c-4fa4-8848-71a8aee05683","Grants read/write access to most Kubernetes resources within a namespace in the fleet-managed hub cluster. This role does not allow viewing or modifying roles or role bindings. However, this role allows accessing Secrets as any ServiceAccount in the namespace, so it can be used to gain the API access levels of any ServiceAccount in the namespace.  Applying this role at cluster scope will give access across all namespaces.","Azure Kubernetes Fleet Manager RBAC Writer"
"63bb64ad-9799-4770-b5c3-24ed299a07bf","Grants read/write access to Azure resources provided by Azure Kubernetes Fleet Manager, including fleets, fleet members, fleet update strategies, fleet update runs, etc.","Azure Kubernetes Fleet Manager Contributor Role"
"ba79058c-0414-4a34-9e42-c3399d80cd5a","Allows a user to read namespace resources and retrieve kubeconfig for the cluster","Kubernetes Namespace User"
"c6decf44-fd0a-444c-a844-d653c394e7ab","Can label data in Labeling.","Data Labeling - Labeler"
"f58310d9-a9f6-439a-9e8d-f62e7b41a168","Manage access to Azure resources by assigning roles using Azure RBAC. This role does not allow you to manage access using other ways, such as Azure Policy.","Role Based Access Control Administrator"
"392ae280-861d-42bd-9ea5-08ee6d83b80e","Allows read access to Template Specs at the assigned scope.","Template Spec Reader"
"1c9b6475-caf0-4164-b5a1-2142a7116f4b","Allows full access to Template Spec operations at the assigned scope.","Template Spec Contributor"
"51d6186e-6489-4900-b93f-92e23144cca5","Microsoft Sentinel Playbook Operator","Microsoft Sentinel Playbook Operator"
"18e40d4e-8d2e-438d-97e1-9528336e149c","Provides access to manage environment resources.","Deployment Environments User"
"80558df3-64f9-4c0f-b32d-e5094b036b0b","Azure Spring Apps Connect Role","Azure Spring Apps Connect Role"
"a99b0159-1064-4c22-a57b-c9b3caa1c054","Azure Spring Apps Remote Debugging Role","Azure Spring Apps Remote Debugging Role"
"1823dd4f-9b8c-4ab6-ab4e-7397a3684615","Can perform all actions on Machine Learning Services Registry assets as well as get Registry resources.","AzureML Registry User"
"e503ece1-11d0-4e8e-8e2c-7a6c3bf38815","Can access and perform CRUD operations on Machine Learning Services managed compute resources (including Notebook VMs).","AzureML Compute Operator"
"05352d14-a920-4328-a0de-4cbe7430e26b","This role provides read access to all capabilities of Azure Center for SAP solutions.","Azure Center for SAP solutions reader"
"aabbc5dd-1af0-458b-a942-81af88f9c138","Azure Center for SAP solutions service role - This role is intended to be used for providing the permissions to user assigned managed identity. Azure Center for SAP solutions will use this identity to deploy and manage SAP systems.","Azure Center for SAP solutions service role"
"7b0c7e81-271f-4c71-90bf-e30bdfdbc2f7","This role provides read and write access to all capabilities of Azure Center for SAP solutions.","Azure Center for SAP solutions administrator"
"fbc52c3f-28ad-4303-a892-8a056630b8f1","Allows access and configuration updates to Application Gateway for Containers resource.","AppGw for Containers Configuration Manager"
"4ba50f17-9666-485c-a643-ff00808643f0","Role allows user to access FHIR Service according to SMART on FHIR specification","FHIR SMART User"
"a001fd3d-188f-4b5d-821b-7da978bf7442","Full access including the ability to fine-tune, deploy and generate text","Cognitive Services OpenAI Contributor"
"5e0bd9bd-7b93-4f28-af87-19fc36ad61bd","Ability to view files, models, deployments. Readers can't make any changes They can inference and create images","Cognitive Services OpenAI User"
"36e80216-a7e8-4f42-a7e1-f12c98cbaf8a","Allows access to create/report, read and delete impacts","Impact Reporter"
"68ff5d27-c7f5-4fa9-a21c-785d0df7bd9e","Allows read-only access to reported impacts and impact categories","Impact Reader"
"ad2dd5fb-cd4b-4fd4-a9b6-4fed3630980b","View all containerapp resources, but does not allow you to make any changes.","ContainerApp Reader"
"1afdec4b-e479-420e-99e7-f82237c7c5e6","List cluster monitoring user credential action.","Azure Kubernetes Service Cluster Monitoring User"
"f5819b54-e033-4d82-ac66-4fec3cbf3f4c","Custom Role for AzureStackHCI RP to manage hybrid compute machines and hybrid connectivity endpoints in a resource group","Azure Connected Machine Resource Manager"
"189207d4-bb67-4208-a635-b06afe8b2c57","Role for SqlDb migration","SqlDb Migration Role"
"c4bc862a-3b64-4a35-a021-a380c159b042","Provide access to GDU Solution by Bayer Ag Powered Services","Bayer Ag Powered Services GDU Solution"
"ef29765d-0d37-4119-a4f8-f9f9902c9588","Provide access to Imagery Solution by Bayer Ag Powered Services","Bayer Ag Powered Services Imagery Solution"
"0105a6b0-4bb9-43d2-982a-12806f9faddb","This role has permissions that the user assigned managed identity must have to enable registration for the existing systems.","Azure Center for SAP solutions Service role for management"
"6d949e1d-41e2-46e3-8920-c6e4f31a8310","This role has permissions which allow users to register existing systems, view and manage systems.","Azure Center for SAP solutions Management role"
"d5a2ae44-610b-4500-93be-660a0c5f5ca6","Grants Microsoft Defender for Cloud access to Azure Kubernetes Services","Kubernetes Agentless Operator"
"f0310ce6-e953-4cf8-b892-fb1c87eaf7f6","Azure Usage Billing shared BuiltIn role to be used for all Customer Account Authentication","Azure Usage Billing Data Sender"
"96062cf7-95ca-4f89-9b9d-2a2aa47356af","Grants Microsoft Defender for Cloud access to Azure Container Registry for security assessment of container images","Azure Container Registry secure supply chain operator service role"
"1d335eef-eee1-47fe-a9e0-53214eba8872","Role for SqlMI migration","SqlMI Migration Role"
"ae8036db-e102-405b-a1b9-bae082ea436d","Role for SqlVM migration","SqlVM Migration Role"
"a9b99099-ead7-47db-8fcf-072597a61dfa","Provide access to CWUM Solution by Bayer Ag Powered Services","Bayer Ag Powered Services CWUM Solution"
"0ab34830-df19-4f8c-b84e-aa85b8afa6e8","For internal use within Azure. Can manage Azure Front Door domains, but can't grant access to other users.","Azure Front Door Domain Contributor"
"3f2eb865-5811-4578-b90a-6fc6fa0df8e5","For internal use within Azure. Can manage Azure Front Door secrets, but can't grant access to other users.","Azure Front Door Secret Contributor"
"0f99d363-226e-4dca-9920-b807cf8e1a5f","For internal use within Azure. Can view Azure Front Door domains, but can't make changes.","Azure Front Door Domain Reader"
"0db238c4-885e-4c4f-a933-aa2cef684fca","For internal use within Azure. Can view Azure Front Door secrets, but can't make changes.","Azure Front Door Secret Reader"
"d18ad5f3-1baf-4119-b49b-d944edb1f9d0","Grants full access to manage backup and export resources","MySQL Backup And Export Operator"
"a8835c7d-b5cb-47fa-b6f0-65ea10ce07a2","Allows user to create, modify, describe, or delete NGFirewalls.","LocalNGFirewallAdministrator role"
"bda0d508-adf1-4af0-9c28-88919fc3ae06","Grants full access to the cluster and its resources, including the ability to register Azure Stack HCI and assign others as Azure Arc HCI VM Contributor and/or Azure Arc HCI VM Reader","Azure Stack HCI Administrator"
"bfc3b73d-c6ff-45eb-9a5f-40298295bf20","Allows users to create, modify, describe, or delete Rulestacks.","LocalRulestacksAdministrator role"
"7392c568-9289-4bde-aaaa-b7131215889d","Microsoft.AzureArcData service role to enable deployment of Azure Extension for SQL Server","Azure Extension for SQL Server Deployment"
"d6470a16-71bd-43ab-86b3-6f3a73f4e787","This role can be used to assign read and batch actions on Azure Maps.","Azure Maps Data Read and Batch Role"
"ef1c2c96-4a77-49e8-b9a4-6179fe1d2fd2","Has read-only access to entities in the workspace. This role should be assigned on the workspace scope.","API Management Workspace Reader"
"73c2c328-d004-4c5e-938c-35c6f5679a1f","Has read access to entities in the workspace and read and write access to entities for publishing APIs. This role should be assigned on the workspace scope.","API Management Workspace API Product Manager"
"56328988-075d-4c6a-8766-d93edd6725b6","Has read access to entities in the workspace and read and write access to entities for editing APIs. This role should be assigned on the workspace scope.","API Management Workspace API Developer"
